text,label,lang
We could not get into for dinner but we took full advantage of the bar.,neutral,en
روحت,neutral,ar
I'm going to defiantly be a return customer.,positive,en
مجھے اس جگہ کے بارے میں مزید جاننا ہے۔,neutral,ur
usko already shikasht ho nahi gayi,neutral,roman_ur
جديد الاحتلال الإسرائيلي يستهدف مخيم جباليا غزة,neutral,ar
كمان يومين بتشوفه هيك ,positive,ar
کیا آپ مجھے ہوٹل بک کرنے میں مدد کر سکتے ہیں؟,neutral,ur
Took my vehicle to this shop after one of my co-worker recommended me to their shop saying how great the tech can do magic on the job.,positive,en
We only go out like this once a year.,neutral,en
اقتطاعات مالية مخصصات النواب دعما لأهالي غزة الغد الأردن الأردنلنيتركغزة,negative,ar
شہریوں کی تعداد میں کمی تشویشناک ہے۔,negative,ur
bhai maine tharki ka square kar dia hai na,negative,roman_ur
qatil kalank really agar itna hi problem hai to instagram usi karna band kar instagram yahudi ny banaya hai,neutral,roman_ur
بڑھتی ہوئی آبادی سے بے روزگاری میں اضافہ ہو رہا ہے۔,negative,ur
dar asal nawajy chor begaerit ny yai jahil nasal teyaar ki hai ghulam ibne ghulam,neutral,roman_ur
ho sakta ha ke wazir e azam shaukat azizki apni mali position phele se bhetar hogai ho lekin un ke dor e hukumat mein awam ki halat din badin abtar hoti chali ja rahi hai aur log khudkushiyan karne par majboor hen,negative,roman_ur
تعلیم کے معیار کو بہتر بنانے کے لیے اقدامات کیے جا رہے ہیں۔,positive,ur
qatil choron subon ke arkan e qaumi assembly oh senate ny justice r muhammad rafeeq tarar par apni bharpor etamad ka izhar kya or in ke kareeb tareen harif bhi un se bohat qatil peche rahe,positive,roman_ur
"There is no such thing as Luck in Nclex, because you have to work hard to get it!!!",neutral,en
"Malgré une apparence peu invitante vu de l'extérieur, le restaurant à déjeuners Ô Zeu est devenu mon favori depuis que j'ai découvert leur variété d'oeufs bénédictines et de leur choix parmi cinq sauces hollandaises divines.",neutral,en
patwari chor sab ek saath hogayi ek akela imran khan insallah pir py tumlogo ko haraye gey,negative,roman_ur
i will tell pecan pie is not good,negative,en
brother bilkul har ek ko apnay hissay ka rizaq milay ga leki yai rizaq b haram he jo baghair haq ky liya jay esy chori kehty hen me ny aisay b dekhy hen jo apna naam tak sahi nahi likh sktay or wo bary bary uhidon par aa gaey or aisay b hen jinho ny double ma kya he lekin unhen chaprasi ki nokri b nahi milti yai doosry ka haq mar ky in haram khor parliamentarians ny gair mustahiq logo ko bharti kya hena koe add na hi koe test interview bs ao or seat sambhalo,negative,roman_ur
مبطي كحلي عينك,neutral,ar
تعلیمی معیار کو بہتر بنانے کے لیے اقدامات کیے جانے چاہئیں۔,negative,ur
قلتلي كان جبتلك كيلو كباب كيف كيفك ابو حساب وتضحك العالم الهبايل بالاشتراك,negative,ar
میں نے دو دن پہلے دوا لی تھی، مگر ابھی تک کوئی فرق نہیں پڑا۔,negative,ur
jeetna arsa wo larkiya un ki tahweel main rehtein wo un ki daikh bhal bilkul betiyon ki tarah kartein or shadio ke waqat bhi un ko betiyon ki tarah ruksat kartein qatil,positive,roman_ur
He was dropping cars off for Enterprise Car Sales in Henderson NV.,neutral,en
فرق كبير عزيزي يوسف بين الدول المحترمة والميليشيات هذه الابواق الناعقة يزعجها الاردن بقي دولة مؤسسات حين الكثير اشباه الدول سقطت الحضن المجوسي الصهيوني الاسف,negative,ar
bari hi ghatya or zalim aurat hey memoona,negative,roman_ur
وَ أذكر رَبّك إذا نسِيت استغفر الله سبحان الله الحمدلله إله إلا الله الله أكبر,neutral,ar
gujranwala me pmln karkuno ny pti karkun ki tang torr di,negative,roman_ur
نرسری کے بچوں کے لیے بہترین اسکول کون سا ہے؟,neutral,ur
sach me mujhe jjarurt hai kaam ki,neutral,roman_ur
مرتزقه الإخوان يبحث على شعبوبيات ذكرني بواحد هون على الله يصبحه بالخير وتتكسر صفحتوا وما نشوف خلقتوا,negative,ar
دوا کے استعمال سے متعلق کوئی سوال ہے؟,neutral,ur
مقابلة جلالة الملكة رانيا كانت قويه تدير الحوار وقوية طرح المواضيع اجوبتها واضحة وكانت تدعم الفلسطينية وحقهم بالأرض والبلد,neutral,ar
bhai tery to dono chezain barbad han,negative,roman_ur
ترى الاردن مشاع وسوريا ليست ارض الله ودول الخليج ليست ارض الله واليهود ايضا بأرض الله وربنا خلقهم الهم احقيه يعيشو ارض الله ؟؟؟,negative,ar
کیا اس سکول میں کوئی اسکالرشپ دستیاب ہے؟,neutral,ur
hahahahahagahahahahahaha babeeeee logo se sahi cheza leya he,negative,roman_ur
Have been going here since they opened.,positive,en
sasta baba,negative,roman_ur
"On top of a foundering performance , -LRB- Madonna 's -RRB- denied her own athleticism by lighting that emphasizes every line and sag .",negative,en
اضمن انه الحدود فاتحه لأكون اول واحد هناك اوكيه انه روحتهم الفاضي اشوا انهم يقعدوا ويتفرجوا الاقل تعرف اسرائيل انه الشعوب ضدها,negative,ar
مجھے آبادی کے بارے میں کچھ اعداد و شمار درکار ہیں۔,neutral,ur
القصف مستمر، تسكتوا,negative,ar
"OMG how I missed writing ... but besides the point, I have to say I absolutely love wok of fame.",positive,en
"It is a strength of a documentary to disregard available bias , especially as temptingly easy as it would have been with this premise .",positive,en
we need to come back for needs but it was very scary,negative,en
اساتذہ کی تنخواہیں بہت کم ہیں۔,negative,ur
مجھے شدید کھانسی کی شکایت ہے۔,negative,ur
الحال غزة كلنا ذمة الله فرق التوقيت شهيد ينعي شهيد,negative,ar
پبلک ہسپتال کا انتظام بہت ہی خراب ہے۔,negative,ur
funny vedio wale one day mai b live aoge,neutral,roman_ur
بنستمر بقصص البطولة المقاومة الجبارة صدقوني هاي اول مرة الاحتلال بفوت بمعركة توقيتها قبل المقاومة، المعارك قبل هيك كانت ردا على العدوان، هاي المرة صارت ردا على الاحتلال كله لسا خفي أعظم كله ارشيفات المقاومة صحيفة نيويورك تايمز الأمريكية شاهدنا تسجيلاً مصوراً يُظهر مقاتلي كتائب القسام انحرفوا الطريق إلى غابة فيها قاعدة استخباراتية إسرائيلية سرية، كان معهم خريطة لها، وعند وصولهم قتلوا جندياً الخارج فجروا بابها المحصن ودخلوا إلى غرفة مليئة بالحواسيب والأجهزة، وتحت سرير الغرفة وجدوا جنديين إسرائيلين مختبئين طوفانالأقصى,negative,ar
My Family  and I had dinner there a few weeks ago.,neutral,en
اس پروجیکٹ کے لیے مجھے مدد کی ضرورت ہے۔,neutral,ur
"Drool, everywhere.",neutral,en
They have had tickets to a bridal show (am married) and some poetry readings by women in lingerie (really?!?!),neutral,en
موجود بالعرف انه استقبال المطار بكون مسؤول عادي اما الاستقبالات الكبرى تكون للزيارات الطويلة والمرتب لها,negative,ar
وسيهزِمُ وَجْهَ القُوّة البيتُ لنا والقدسُ لنا وبأيدينا سنُعيدُ بَهاءَ القدسِ بأيدينا للقدسِ سلامٌ آتٍ للقدسِ سلامٌ آتٍ,positive,ar
دیہی علاقوں کے سکولوں میں بنیادی سہولیات کا فقدان ہے۔,negative,ur
حكيت الك محتاج تنزل شارع مكه خواتك بيكفو بالغرض اني اول مره بعرف انو شارع مكه هيك بعرف انو شارع مطاعم انت اعرف منا كلنا بهيك شغلات لانك فخبره ,positive,ar
بڑھتی ہوئی آبادی کی وجہ سے بیروزگاری میں اضافہ ہو رہا ہے۔,negative,ur
آبادی کے کنٹرول کے پروگراموں پر عمل درآمد سست روی کا شکار ہے۔,negative,ur
بڑھتی ہوئی آبادی کے لیے روزگار کے مواقع پیدا کرنا ضروری ہے۔,positive,ur
"So, I give her a dollar amount to run and finally, we're on our way.",neutral,en
صحت کے متعلق تحقیق کے لیے فنڈنگ میں اضافہ کیا جائے۔,neutral,ur
رخيها قلب ,negative,ar
But I still continue to go here because it's close to my house.,neutral,en
I've eaten here numerous times before- My husband and I came for our anniversary... As he had never been.,neutral,en
حسبي الله ونعم الوكيل بكل حكام العرب وبكل حدا قادر يعمل اشي وساكت لعنة الله عليكم,negative,ar
شادی جلد کروا دینی چاہیے یا نہیں؟,neutral,ur
It is very clear why!,positive,en
میں کل رات سے ٹھیک محسوس نہیں کر رہا ہوں۔,negative,ur
heheh sahi khail gai qatil,negative,roman_ur
لوما هتشكريهم علي ايه ولا ايه ولا ايه ولا ايه ولا ايه ولا ايه ولا ايه ولا ايه ولا ايه ولا ايه شوفي المعزول وولاده سايبين النادي عامل ازاي,negative,ar
حکومت نے تعلیم کے بجٹ میں اضافہ کیا ہے۔,positive,ur
I gave him my rewards number that the awesome girl from the Craig Road location had set up for me about 2 weeks earlier.,positive,en
thnx for sparing time to watch it p,neutral,roman_ur
الحمدلله على نعمة الاردن الام الحاضنه لجميع الدول أمن وسلام واحترام,positive,ar
میں یہ جاننا چاہتا ہوں کہ آبادی کے لحاظ سے کون سے اضلاع سب سے زیادہ گنجان ہیں۔,neutral,ur
یہ کرکٹ میچ بہت دلچسپ تھا۔,positive,ur
"I ordered pork belly bun, calamari fries and the blackened fried rice 
I tried two drinks.",neutral,en
i called before i went in to ubreakifix but there is no appointment necessary.,positive,en
In fact I think it is cheaper than almost all other places of similar quality. It is great.,positive,en
هاتي مين يقنع ماما لانها خايفة,negative,ar
کیا آپ اس طالب علم کے نتائج بتا سکتے ہیں؟,neutral,ur
میں ایک نیا گھر خریدنا چاہتا ہوں۔,neutral,ur
shakal achi na ho to banda bat achi kar li,negative,roman_ur
The experience itself was fun.,positive,en
A helpful valet at the Bellagio said it was a 15 minute walk - which was really wrong.,negative,en
boy inoxant tera wala scene raat ka u knw,negative,roman_ur
The consultation was $100 and if you aren't a candidate it is refunded.,neutral,en
ke wolrd cup mein wo qaumi team ko final tak na qabil e shikast le gae lekin final mein pakistan ko australia se shikast hui,positive,roman_ur
مين هما عفوا ؟شايفيتني حكيه,neutral,ar
مجھے کچھ دن سے نیند نہیں آ رہی۔,negative,ur
كلي خرا,neutral,ar
Although I'm sure Basquiat would approve.,neutral,en
قلت انو الاردن الوحيدة بهالدنيا مدحكم للملك القدير كان الواحد بستنى فعل تاني,negative,ar
میں اسکول میں سہولیات کی کمی کے بارے میں شکایت کرنا چاہتا ہوں۔,negative,ur
I went in on a Sunday shortly after 11 am.,neutral,en
tare tou nazar agae na,neutral,roman_ur
الحب يعني المنطق انا احب الدون ميسي الاعظم التاريخ الحب والتفضيل ماله دخل بالمنطق,positive,ar
kahan se agaye itne time baad gayab kahan thy,neutral,roman_ur
اس ادارے نے تعلیم کے فروغ میں اہم کردار ادا کیا ہے۔,positive,ur
A singularly off-putting romantic comedy .,negative,en
terian tak ky adavaan my mureed ho gia,positive,roman_ur
یہ سمینار آبادی کے کنٹرول پر روشنی ڈالے گا۔,positive,ur
اس ہسپتال کے ڈاکٹرز بہت تجربہ کار اور دوستانہ ہیں۔,positive,ur
یہ تقریب بہت شاندار تھی۔,positive,ur
My absolute favorite place to eat is the TJs at the mills so I was eager to try this one out.,positive,en
nez ghadara instructor ke sathiyon ko hindustani high commision mein panah lene se roko,negative,roman_ur
باطنا يسعى لأحتلال الاردن خرب يومك سيد,neutral,ar
الاثنين الي بحترمهم جدا كلام المقاومة تميم البرغوثي وابو عبيدة ,positive,ar
It got annoying after a while.,negative,en
اس نصابی کتب میں معلومات کی کمی ہے۔,negative,ur
The care we received was excellent.,positive,en
"They were very tiny so you couldn't taste the ""filling"" at all..just tasted like regular pasta in sauce.",negative,en
اللهم انصر اخواننا غزة,positive,ar
"One for the Chinese customers, one for the others.",neutral,en
الله يلعنكم,negative,ar
مجھے کچھ مدد درکار ہے۔,neutral,ur
"The film 's appeal has a lot to do with the casting of Juliette Binoche as Sand , who brings to the role her pale , dark beauty and characteristic warmth .",positive,en
srf gana check kro jo bad main chale ga,neutral,roman_ur
کیا آپ مجھے دل کے امراض کے بارے میں مزید معلومات فراہم کر سکتے ہیں؟,neutral,ur
کیا شہروں میں آبادی کی کثافت کو کم کرنے کے اقدامات ہو رہے ہیں؟,neutral,ur
jeo walo nd writer ji ab qudsia ko officer bana dijye gaplssssss,neutral,roman_ur
sabiq bharti sadar abdul kalam sal ki umar me inteqal kar gaye,negative,roman_ur
Do you say `` hi '' to your lover when you wake up in the morning ?,neutral,en
تعلیم کے شعبے میں اصلاحات کی اشد ضرورت ہے۔,positive,ur
الاردن فقط,neutral,ar
نفس الدور,negative,ar
صديقي حقك ولكن ليس الان,neutral,ar
maine bgmi montage banaya hai jake dekhlo yar kafi mehnat laga hai,positive,roman_ur
waaaaaaasir g aap kdr ghaib ho,neutral,roman_ur
Using my insurance would have saved me around $100 to $150.,neutral,en
chand hi salon mein hashim ke khail ka meyar buland ho chukka tha lakin unhein uska ihsas nahein tha,positive,roman_ur
I never write anything on yelp it this is the least I can do,neutral,en
"Word of advice Ms Lynn.. you chose this profession, which  is a Huge area of Customer Service....learn skills on just that Customer Service...talk to your Clients and believe them when they tell you ""it's their real Nails"").",negative,en
ajeeb rang tha majlis ka khuub mehfil thi shareef log uthe kayein kayein krne lge,neutral,roman_ur
kise se to kise se rupay jaib garam ho bus qatil,negative,roman_ur
yai ho kya raha hai mulazmo ka kya kasoor hai,neutral,roman_ur
الحمدلله على سلامتك,positive,ar
oye yai dramy kise kaam ky ni tmhre,positive,roman_ur
oh qatil plz zyada bakwasmat karo kaunse angle metumhe copy laga kuch bhi,neutral,roman_ur
انفجار مجهول استهدف مركبه إسرائيلية شارع توم لانتوس بمستوطنة نتانيا بالداخل المحتل خبرني فلسطينالمحتلة,negative,ar
sabiqa ummaton ki tarah tum per bhi rozay farz kiye gaye hain takay tum mut taqi ban jao,positive,roman_ur
یہ موسم بہت خوبصورت ہے۔,positive,ur
اللهم إنّ الأرض أرضك الجند جندك الأمر أمرك أنت القوي العزيز اللهم انصر إخواننا غزة نصرًا عزيزًا مؤزّرًا تشفي بهِ صدور قوم مؤمنين اللهم احقن دمائهم واشفِ جريحهم وتقبّل شهدائهم، ربّنا سدّد رميهم وأيّدهم بتأييدك على عدوّك وعدوّهم,positive,ar
kutta ha ye gndo,negative,roman_ur
Would go again?,neutral,en
"Yes, ended.",neutral,en
It is 106 degrees here today.,neutral,en
اس یونیورسٹی میں داخلے کا عمل بہت پیچیدہ ہے۔,negative,ur
نوجوانوں کی بڑی تعداد آبادی کے مسائل کو بڑھا رہی ہے۔,negative,ur
apki shop kahan ha,neutral,roman_ur
chahca da kise din dard nikal giya phir lava nikal gay ga,negative,roman_ur
yes very good survey thank you,positive,en
Dinner just arrived!,positive,en
bhai mere leay seht ki dua kejeay,positive,roman_ur
يتوسط هههههههه حلم ابليس جنه خليهم الله لايردهم ويشدد عليهم بزياده يارب,positive,ar
عاجل وزير الدفاع الأمريكي نركز عليه الآن التأكد امتلاك إسرائيل القدرة على حماية نفسها عاجل فلسطين غزة طوفانالأقصى الأردناليوم,neutral,ar
تعلیم کے شعبے میں اصلاحات کی اشد ضرورت ہے۔,positive,ur
The film was immensely enjoyable thanks to great performances by both Steve Buscemi and Rosario Dawson ...,positive,en
"The kids were scared of it, then everyone got sick after eating it. bad product",negative,en
mujhe tumse pyar hai to chahie mujhe,neutral,roman_ur
"They work to make a deal, When I went in, I told them that I would be a tough deal.",neutral,en
I could see how nervous some of the wait staff was.,negative,en
"Our hostess seated us and we had a look at the menu, which has been recently redone with healthier options.",neutral,en
"I stood in line. If there's a line, it goes quick and it's worth it so just wait!",positive,en
"-Go in the day, before partaking in libations.",neutral,en
"NEVER have I had that anywhere in the US, Europe, Asia or on the God's creation with a bottle service.",negative,en
یہاں کے طبی عملے کی کارکردگی غیر تسلی بخش ہے۔,negative,ur
علي الحكومة الاردن تضغط بكل قواها علي إيقاف الاباده غزة ولا الشعوب تسامحها,negative,ar
kia kia ni krti he larkeya ufffffffff toba,negative,roman_ur
kya madam chutiya bana rahe ho gas cylinder itna mahanga ho raha hai uske bari main tum baat nahin kar rahe ho or sujhav dy rahe ho are mahangai ke bari main kyun nahin baat karti ho smriti irani se jakar poochho kandhe per cylinder lekar ghoom rahe the jaise lag raha tha uske amma mar gai hai mahangai ke bari main baat kyun nahin karti ho,neutral,roman_ur
هِيَ تلكَ قافلةُ البشيرِ تَلُوحُ لِيْ مُدُّوا خيامَ القلبِ واشتَعِلُوا قِرَى أشتمُّ رائِحَةَ القَمِيصِ وطالمَا هطَلَ القَميصُ على العُيُون وبَشّرَا,neutral,ar
- Steak - However I definitely preferred the steak which also had Tahini sauce on it.,positive,en
how we spend time while going back to home,neutral,roman_ur
معتز انت عايش بشعور انك السنوار ليش,neutral,ar
میں اس جگہ کی صاف صفائی کے بارے میں کچھ نہیں کہہ سکتا۔,neutral,ur
اللهم ترفع لليهود القدس رَايَةً، ولا تُحَقِّقْ لَهُم غَزَّةَ غَايَةً اللَّهُمَّ أَغِثْ أهلَ القُدْسِ وأهلَ غَزَّةَ وأهلَ فِلَسْطِينَ اللَّهُمَّ اُشْدُدْ أَزْرَهُم، اللَّهُمَّ اُرْبُطْ على قُلُوبِهِم اللَّهُمَّ اُنْشُرِ السَّكِينَةَ على قُلُوبِهِم,neutral,ar
"This is unusual , food-for-thought cinema that 's as entertaining as it is instructive .",positive,en
ذلك يفسر عدم إستعداد الشارع العربي للعزه والنصر نتيجة لتراكم الظغط عليه سنين عجاف,negative,ar
bakwas koe haal ni hua jota kamina lanti insaan,positive,roman_ur
wo dekh saken ke main sanjeeda kaam karne ki aehal hon aur ab in ko mere kaam ke zariye he behtar jawab milega,positive,roman_ur
کیا اسکولوں میں صحت کی تعلیم کو زیادہ اہمیت دی جانی چاہیے؟,neutral,ur
الاردنيين بحبوا الفلسطينيين اللي بفلسطين وخصوصا اهل غزة وما بحبوا اللي الاردن,negative,ar
"I called numerous companies all at once to see who responded, when they responded, how the front office responded and how the actual work was done.",neutral,en
کیا آپ مجھے آنے والے امتحان کے شیڈول کے بارے میں بتا سکتے ہیں؟,neutral,ur
مجھے گھر کا پتہ نہیں مل رہا، براہ کرم مدد فرمائیں۔,negative,ur
مسيرة تضامنية أمام سفارة الاحتلال كوريا الجنوبية للتضامن غزة والمطالبة بوقف إطلاق النار خبرني غزةتُباد,negative,ar
I ordered the surf and turf pho which is half lobster and half beef flank.,positive,en
all karachi taajir itehad ki aaj honewali hartal ki mqm ne himayat ka elan kardia,negative,roman_ur
کیا ڈینگی کے مریضوں میں اضافہ ہوا ہے؟,neutral,ur
قائد العالم يحتاج يخاطب ويسعى باشارة منه يتنفذ طلبه,neutral,ar
وزارة الدفاع الأمريكية البنتاغون القوات الإسرائيلية تقوم بعملها بشكل احترافي نشرنا جندي الشرق الأوسط بينهم متخصصون أنظمة الدفاع الجوي أمريكا تعتزم تزويد إسرائيل بنظامي قبة حديدية موجودين حاليا مخزونها قوات التحالف تعرضت إلى هجوماً…,neutral,ar
I was already irritated because of the other restaurant being closed and my kids whining in the backseat.,negative,en
I had the Special Platter.,neutral,en
والدمية ليش يغطيها بتراب غبار فكري شوي,negative,ar
Ordered the combination chow mein.,neutral,en
Pizza toppings are incorrect except on one half of the pizza.,negative,en
وهل امرهم بأيديهم النار المصبوبة على اهلنا غزة موافقة حكام مصر على خطط الصهاينة بالتهجير يجب تصمد مصر وجه التهديدات والاغراءت الصهيوامريكية وتحمي ظهر الفلسطينيين بأن تقف وجه فكرة الترانسفير الاجرامية وتحويل سينا إلي وطن بديل وعلى الاردن يقف وقفة هذه الأيام العصيبة فالتاريخ يرحم,negative,ar
یہ فلم بہت بورنگ تھی۔,negative,ur
خاندانی منصوبہ بندی کے بارے میں آگاہی مہم کامیاب رہی ہے۔,positive,ur
کیا آپ مجھے اس گانے کا نام بتا سکتے ہیں؟,neutral,ur
allah ghark kry aisy logo ko koi suicide krta hy haram men koi fire burn krta hy astaghfar,negative,roman_ur
ستبقى هذه الارض أرضنا فلسطين الأردن,positive,ar
طلبہ کے لیے نصابی کتب مفت ہونی چاہئیں۔,positive,ur
related songs pls,neutral,roman_ur
تحديث الشهادة داخل الواقع للتحميل جديد بعطيكم موقعين جميلين للايفون والاندرويد لتحميل برامج بلس وبرامج هذا الموقع تحمل منة توقعهم عبر متجر تطبيق يوقع خلال هنا موقع اخر لاندرويد تحميل برامج والعاب بصيغة مهكرة ومعدلة جاهزة,neutral,ar
مساء,neutral,ar
stand with dua zahrah father,neutral,roman_ur
براہ کرم مجھے شوگر ٹیسٹ کروانے کے لیے اپائنٹمنٹ دے دیں۔,neutral,ur
وبعدين التصريح بالحب والارتباط,positive,ar
جنين العز الله معكم حسبي الله احتلال ومن عاونهم وعليكم المقاطعة فهي مقاومة وسلاح قوة غزةتستغيث غزةتحتالركام غزةتُباد الإجتياحالبري غزة غزهالآن كتائبالقسام غزةالعزة فلسطينالان الليلهالاعنف كتايبالقسام,negative,ar
یہ آبادی کنٹرول کا پروگرام بہت کامیاب رہا ہے۔,positive,ur
فعلا قمة الاشمئزاز والحقارة المستعربين الي بشتغلو شغل الصهاينة واكثر فاهم عاملهم وليش بحقدو عليه شخص يتعرض وطنه للاحتلال العدوان سيقاوم المقاومة وربي يرحم اهلنا بغزة وينصرهم ويحرر فلسطين وربي يحرق بني صهيون وربي يديم الامن والامان على وطني الاردن,positive,ar
ashfaq ahmed ne apne kaam ke hawale se jahan dunya bhar se daad sameti wahe ek makhsoos halqe ki taraf se in par khasi tanqeed bhi hui,negative,roman_ur
اسکولوں میں سہولیات ناکافی ہیں۔,negative,ur
The film was immensely enjoyable thanks to great performances by both Steve Buscemi and Rosario Dawson ...,positive,en
هذا كتبناه منذ يومين عدد الجنود الأميركان على الأراضي الفلسطينية المحتلة أشرنا الى الزيادة غزة طوفانالأقصى غزةالآن فلسطين,negative,ar
یہ ٹریفک جام بہت پریشان کن ہے۔,negative,ur
النسخة الاصلية,neutral,ar
McDonalds Big Mac has nothing on these all beef patties.,positive,en
No discounts for Veterans or seniors.,negative,en
master inayat hussain ne gramophone company ke sath taqreban baras kaam kiya is ke bad mein un ko aik punjabi film kamli mili jo lahore hi mein taiyar hoi,positive,roman_ur
I had trouble remembering what each area was for and she walked over and helped me decently.,positive,en
أرجوا دعم ومتابعة الحساب هذا اهلا هذه الحساب معني بتعريف تاريخ العرب القديم والحديث الأصول ودين وجينوم وتاريخ المعاصر يريد دعمي يتابعني وشكرا,neutral,ar
mangwa kr galti hogae thi bilkul ghatiya hai,negative,roman_ur
"Me no lika da accents so good , but I thoroughly enjoyed the love story .",positive,en
اسعدت مساءا,neutral,ar
qatil rupe balke ane ke uwaz apni ghazalen beach kar apni zindagi ki ghare ko chalata raha,negative,roman_ur
یہاں سڑکیں بہت خستہ حال ہیں۔,negative,ur
"The movie is the equivalent of French hip-hop , which also seems to play on a 10-year delay .",negative,en
kya kehnay,neutral,roman_ur
خليه يلعن مذهبه,negative,ar
I ordered the new Sourdough with bacon egg and cheese.,neutral,en
ڈاکٹر نے صحیح تشخیص کی جس سے میں ٹھیک ہو گیا۔,positive,ur
مجھے یہ گانا بہت زیادہ پسند ہے۔,positive,ur
ياههه محلاها,positive,ar
nd november se baghair driving license gari chalanay walo ko challan k bajai jail ki hawa khani paregi,negative,roman_ur
زیادہ آبادی کی وجہ سے بے روزگاری بڑھ رہی ہے۔,negative,ur
Interesting if you order a steak you can get a side salad for $2.95.,neutral,en
"I tried everything short of resetting my phone to get these back, but nothing worked.",negative,en
Highly recommend this location if you crave a bad experience.,negative,en
عوام کو صحت کے بنیادی حقوق سے محروم رکھا جا رہا ہے۔,negative,ur
هقولها وعوضي على الله الناس اللي هتعملي أوباما على مدار المبارة أفضل لاعب الزمالك,positive,ar
اساتذہ کو اپنی تدریس میں جدت لانے کی ضرورت ہے۔,neutral,ur
تعلیمی اداروں میں بدعنوانی کے خلاف کارروائی کی جائے۔,negative,ur
hahah tbh tag kra moot,neutral,roman_ur
hahaha reh gaye tm,negative,roman_ur
in logo ko bataya gaya he ky bahir media ky samne kuch galat bola pir ander hongyaplog jo sach he wo ni bata raha,neutral,roman_ur
The work doesn't make difference.,neutral,en
The meal came with an extravagent side of calamari.,positive,en
The Mexican food is to die for.,positive,en
میں نے اس ہوٹل میں بہت اچھا وقت گزارا۔,positive,ur
"To my surprise, my order comes out in a large cauldron like dish over filling with clams that were pretty large, and the side of fries could have honestly been it's own order (HUGE) portion!",positive,en
إصدارتنا لليوم العربية للسياحة والسفر تأشيرة سياحية للإمارات العربية المتحدة للجنسية المصرية متوفر تأشيرات جميع المهن للإخوة المصريين للتواصل والاستفسار العربيةللسياحةوالسفر سفر مصر سورية الاردن لبنان,neutral,ar
aik chicken karai mutton karai ice cream dhood soda,neutral,roman_ur
اس اسکول میں پڑھائی کا معیار بہت اچھا ہے۔,positive,ur
انسانی صحت کی حفاظت اولین ترجیح ہونی چاہیے۔,positive,ur
ky howa in ko ya to sat yab he hn mashallah,positive,roman_ur
"most places will try to over charge you, I was surprise when she did not even ask extra for the missing nail replacement.",positive,en
chaat gpt tumhari phopi ka beta han us sa shukri ada kya,positive,roman_ur
hmary teachers tou parhatay hi nae hain kehty hain semester sy pehly khud prh lena,negative,roman_ur
یہ موسم بہت خوشگوار ہے۔,positive,ur
ايدي كوهين اعترف مصر اكبر حليف لاسرائيل الشرق الاوسط,negative,ar
"Omg, they mastered the over easy eggs which isn't ""easy"" to do.",positive,en
•°••°• اللهــــــم صبـــاحًا يزهر بالخـيــر اللهـــــــــم لطفك أينما سارت بنا الحياة صبـــــاح الخير والنور •°••°•,neutral,ar
الله يربط على قلوبكم ويهدي بالكم ويحميكم وينصركم والله نحن الا قطرة بحر رجولة اصغر طفل غزة وما نحن الا خيط ثوب الشرف والكرامة لأصغر طفلة فيها منكم بنتعلم وفيكم نفتخر وامامكم بنحني الرؤوس ونسأل الله العفو والعافية أمامكم لما نتلاقى الآخرة,positive,ar
الحلو بالموضوع جميع الحسابات الصهاينة العرب الي هاجمت الأردن لخلق الفتنة والكذب سكرت واختفوا قبل شوي  شعب الأردن العظيم نصرة لأهلنا فلسطين,negative,ar
haar jayegi jiya,negative,roman_ur
احترام قدسية هذه الارض وانها أرض الحشد والرباط واحترام اجهزتها الامنية واجب شرعي وأخلاقي جبهتنا الداخلية قوية عصية على مارق وكل جاهل تحرير فلسطين لاينفعه فتح الحدود معركة طويلة تحتاج نفس طويل وأجيال تسلم الراية جيل إلى جيل كلنا أمن الاردن وأمن الاردن أحمر,negative,ar
pahle ky hai qatil figeekal hai mam,neutral,roman_ur
karachi ki girls bhabhi and aunty dm kry,neutral,roman_ur
"Believe me, I know the dif between fresh cooked rice and day old rice.",negative,en
kuch zyada hi golden thay bhn,positive,roman_ur
"To me, it's worth it.",positive,en
yai namona nya nya market me aya he qatil mulakhitta ki geye,neutral,roman_ur
آبادی میں اضافے سے وسائل کی قلت ہو جاتی ہے۔,neutral,ur
کیا آپ مجھے بہترین ہوٹل کے بارے میں بتا سکتے ہیں؟,neutral,ur
کیا آن لائن کلاسز کا کوئی شیڈول ہے؟,neutral,ur
يلا يخول منك ليه وين كان تبعك لما اسرائيل تهجر الناس بيوتها غصب وتقتل الكبير والصغير بدون شفقه ولسنين الفلسطينين بعانوا،بس صار المقاومه أركان بني صهيون صرت تحكي سلام بروباغاندا وسيرك وتهريج فكناااا,negative,ar
کیا آپ مجھے بتا سکتے ہیں کہ یہ بس کہاں جا رہی ہے؟,neutral,ur
"This is now my local Mastro's for the time being unfortunately, so my boyfriend and I decided to have a nice Valentine's Day dinner at Crystals.",negative,en
حکومت آبادی کے کنٹرول کے حوالے سے سنجیدہ ہے۔,positive,ur
moja ap jse wife chiya,neutral,roman_ur
اسکول نے امتحانات کے نتائج میں تاخیر کی ہے۔,negative,ur
اس عمارت میں کوئی سہولت نہیں ہے۔,negative,ur
هاي نقطة صفر هاي تغيير حشوة طاحونة ,neutral,ar
"They don't even have any Indonesian restaurants in Phoenix, let alone Cleveland?!?",negative,en
